id,content,identifier,next_recommendation_id,module_id
1735,"In cases of illegal dismissal, the terminated employee is entitled to the following:

1)	reinstatement without loss of seniority rights and other privileges,
2)	full backwages, inclusive of his regular allowances, and 
3)	other benefits or their monetary equivalent computed from the time his compensation was withheld from him up to the time of his actual reinstatement. (Art. 294, Labor Code)

If reinstatement is impossible, the employee can seek separation pay instead. In such cases, the Supreme Court has provided that the separation pay must be equivalent to at least 1 month salary or to 1 month salary for every year of service – whichever is higher. A fraction of at least 6 months shall be considered as 1 whole year. (South East International Rattan, Inc. v. Coming, G.R. No. 186621, 12 Match 2014) 

[TABLE]

Reinstatement may be deemed impossible due to the strained relations and antagonism between the employee and employer. (Bordomeo v. CA, G.R. No. 161596, 20 February 2013) The Supreme Court has also held in multiple cases that reinstatement would be impossible, impractical, not feasible, or unwarranted for varying reasons, such as when the employee has already reached the age of retirement (Torres, Jr. v. NLRC, G.R. No. 172584, 28 November 2008), when the employee has already been permanently replaced by another (San Miguel Corporation v. Teodosio, G.R. No. 163033, 2 October 2009), or when the employer’s business was taken over by another company (Callanta v. Carnation Philippines, G.R. No. 70615, 28 October 1986). 

The employee can also decide to not be reinstated if he does not pray for it and asks for separation pay instead. (F.F. Marine Corporation v. NLRC, G.R. No. 152039, 8 April 2005) 

If your employer did not pay the minimum amount required and you wish to file a 
a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person or if a claim for reinstatement is included, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.
",MC 34,NULL,1
1736,"You do not seem to be entitled to separation pay.

The Labor Code limits the employees entitled to separation pay to only those terminated due to the following:

1)	The installation of labor-saving devices,
2)	Redundancy,
3)	Retrenchment,
4)	Closure or cessation of business due to reasons other than business losses or financial reverses, and
5)	Disease. (Art. 298-299, Labor Code)

Separation pay has also been granted to illegally dismissed employees in lieu of reinstatement. (F.F. Marine Corporation v. NLRC, G.R. No. 152039, 8 April 2005)

Generally, if the cause of termination is due to causes other than those listed above, no separation pay would be granted – especially if the causes are due to the fault of the employee (e.g. serious misconduct, gross and habitual neglect of duty, breach of trust, etc.). Note however that the Supreme Court has nevertheless granted separation pay even in cases which do not involve the causes listed under Art. 298 and 299 of the Labor Code (e.g. Hinatuan Mining Corporation v. NLRC, G.R. No. 117394, 21 February 1997). Consult your lawyer if you feel that your situation can be likened to such rulings.

If you still wish to file a case, please proceed to WTF Question 1.",MC 35,NULL,1
1737,"You do not seem to be entitled to Retirement Pay.

The Labor Code excludes retail, service, and agricultural establishments from the coverage of the law on retirement pay. (Art. 302, Labor Code)

However, if there is a retirement plan or if retirement pay is provided by a Collective Bargaining Agreement or company policies, you may refer to those to determine your entitlement to retirement pay.",MC 36,NULL,1
1738,"You do not seem to be entitled to retirement pay.

In order to be entitled to retirement pay, underground mining employees must have both rendered at least 5 years of service and reached the ages of optional or compulsory retirement. (Art. 302, Labor Code)

In the absence of a retirement plan or agreement for retirement benefits, optional retirement may be availed of by the age of 50 years or the employee may be retired upon reaching the compulsory age of retirement of 60 years. (Sec. 2.1 and 2.2, Rule II-A, Rules Prescribing the Retirement Age for Underground Mine Employees, Department Order No. 9, Series of 1998, 4 May 1998) Note that if the retirement plan or agreement does not meet the minimum required by the Labor Code, the standards set by the Labor Code and the relevant implementing rules shall apply. 

An underground mining employee who fails to render at least 5 years of service or who does not meet the age of retirement shall not be entitled to retirement pay.",MC 37,NULL,1
1739,"You seem to be entitled to retirement pay.

In order to be entitled to retirement pay, an underground mining employee must have both rendered at least 5 years of service and reached the age of optional or compulsory retirement. (Art. 302, Labor Code)

In the absence of a retirement plan or agreement for retirement benefits, optional retirement may be availed of by the age of 50 years or the employee may be retired upon reaching the compulsory age of retirement of 60 years. (Sec. 2.1 and 2.2, Rule II-A, Rules Prescribing the Retirement Age for Underground Mine Employees, Department Order No. 9, Series of 1998, 4 May 1998) 

An underground mining employee who satisfies both of these requirements is entitled to retirement pay.

In the absence of a retirement plan or agreement providing for the calculation of the retirement pay, a qualified employee shall be entitled to at least 1/2 month salary for every year of service. A fraction of at least 6 months shall be considered as 1 whole year for this purpose. (Art. 302, Labor Code)

Unless the parties provide for broader inclusions, 1/2 month salary shall mean 15 days plus 1/12 of the 13th month pay and the cash equivalent of not more than 5 days of service incentive leaves. (Art. 302, Labor Code) The ½ month salary is computed as being the total of 22.5 days, which is the result of adding 15 days plus 2.5 days representing 1/12 of the 13th month pay plus 5 days of service incentive leave. (Capitol Wireless, Inc. v. Confesor, G.R. No. 117174, 13 November 1996)

Note that the application of the 1/12 of the 13th month pay and the 5 days of service incentive leave in the calculation for retirement pay will depend on whether or not the employee is entitled to the same. (R&E Transport, Inc. v. Latag, G.R. No. 155214, 13 February 2004) If you are not sure if you are entitled to 13th month pay, proceed to MC Question 36. If you are not sure if you are entitled to service incentive leave, proceed to MC Question 53. Be sure to take note of all of the calculations below before you check your entitlement to 13th month and service incentive leave.

OPTION A: Employee is entitled to 13th month pay and service incentive leave
[TABLE]

OPTION B: Employee is entitled to service incentive leave but not 13th month pay
[TABLE]

OPTION C: Employee is entitled to 13th month pay but not service incentive leave
[TABLE]

OPTION D: Employee is not entitled to 13th month pay or service incentive leave
[TABLE]

Note that if the retirement plan or agreement does not meet the minimum standards set by the Labor Code, such standards shall apply. (Art. 302, Labor Code) If there are retirement plans or agreements of retirement benefits, please read through them carefully, as these may contain conditions of when they can no longer be availed of or when there are charges to the retirement funds.

If your employer did not pay the minimum amount required and you wish to file a 
a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 38,NULL,1
1741,"You seem to be entitled to retirement pay.

In order to be entitled to retirement pay, an employee must have both rendered at the minimum years of service and reached the age of optional or compulsory retirement. (Art. 302, Labor Code) In the absence of a retirement plan or agreement for retirement benefits providing for a shorter period, the minimum years of service shall be 5 years. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017)

In the absence of a retirement plan or agreement for retirement benefits, optional retirement may be availed of by the age of 60 years or the employee may be retired upon reaching the compulsory age of retirement of 65 years. (Art. 302, Labor Code) 

An employee who satisfies both of these requirements is entitled to retirement pay.

In the absence of a retirement plan or agreement providing for the calculation of the retirement pay, a qualified employee shall be entitled to at least 1/2 month salary for every year of service. A fraction of at least 6 months shall be considered as 1 whole year for this purpose. (Art. 302, Labor Code)

Unless the parties provide for broader inclusions, 1/2 month salary shall mean 15 days plus 1/12 of the 13th month pay and the cash equivalent of not more than 5 days of service incentive leaves. (Art. 302, Labor Code) The ½ month salary is computed as being the total of 22.5 days, which is the result of adding 15 days plus 2.5 days representing 1/12 of the 13th month pay plus 5 days of service incentive leave. (Capitol Wireless, Inc. v. Confesor, G.R. No. 117174, 13 November 1996)

Note that the application of the 1/12 of the 13th month pay and the 5 days of service incentive leave in the calculation for retirement pay will depend on whether or not the employee is entitled to the same. (R&E Transport, Inc. v. Latag, G.R. No. 155214, 13 February 2004) If you are not sure if you are entitled to 13th month pay, proceed to MC Question 36. If you are not sure if you are entitled to service incentive leave, proceed to MC Question 53. Be sure to take note of all of the calculations below before you check your entitlement to 13th month and service incentive leave.

OPTION A: Employee is entitled to 13th month pay and service incentive leave
[TABLE]

OPTION B: Employee is entitled to service incentive leave but not 13th month pay
[TABLE]

OPTION C: Employee is entitled to 13th month pay but not service incentive leave
[TABLE]

OPTION D: Employee is not entitled to 13th month pay or service incentive leave
[TABLE]

Note that if the retirement plan or agreement does not meet the minimum standards set by the Labor Code, such standards shall apply. (Art. 302, Labor Code) If there are retirement plans or agreements of retirement benefits, please read through them carefully, as these may contain conditions of when they can no longer be availed of or when there are charges to the retirement funds.

If your employer did not pay the minimum amount required and you wish to file a 
a money claims case for the remaining amount you are entitled to, you may file with the DOLE Regional Director if such claims do not exceed P5,000.00 per person and does not include a claim for reinstatement. (Art. 129, Labor Code)

If the money claimed exceeds P5,000.00 per person, you may file with the Labor Arbiter. (Art. 224, Labor Code)

To better understand where to file, proceed to WTF Question 1.",MC 40,NULL,1
1742,"You do not seem to be entitled to service incentive leave.

Generally, every employee who has rendered at least one year of service shall be entitled to a yearly service incentive leave of five days with pay. (Art. 95, Labor Code) However, the Labor Code and its implementing rules provide for a list of employees who are not entitled to service incentive leave or who are not covered under the provision on service incentive leave, namely:

1)	those who are already enjoying service incentive leave;
2)	those enjoying vacation leave with pay of at least five days; 
3)	those employed in establishments regularly employing less than ten employees 
4)	those employed in establishments exempted from granting this benefit by the Secretary of Labor and Employment;
5)	those employed by the government and any of its political subdivisions, including government-owned and controlled corporations;
6)	managerial employees; and
7)	Field personnel and other employees whose performance is unsupervised by the employer (including those who are engaged on task or contract basis, purely commission basis, or those who are paid a fixed amount for performing work irrespective of the time consumed in the performance thereof). (Art. 95, Labor Code; Sec. 1, Rule V, Book III, Implementing Rules of the Labor Code)

Employee falling under any of these categories are not covered by the Labor Code’s provisions on service incentive leave.",MC 41,NULL,1
1743,"You do not seem to be entitled to service incentive leave.

Generally, every employee who has rendered at least one year of service shall be entitled to a yearly service incentive leave of five days with pay. (Art. 95, Labor Code) 

Note that the term '"at least one-year service'" shall mean service for not less than 12 months, whether continuous or broken reckoned from the date the employee started working, including authorized absences and paid regular holidays – unless the working days in the establishment as a matter of practice or policy, or that provided in the employment contract is less than 12 months, in which case said period shall be considered as one year. (Sec. 3, Rule V, Book III, Implementing Rules of the Labor Code)

If you have not yet worked in your place of employment for 1 year, you are not yet entitled to service incentive leave.",MC 42,NULL,1
1607,"The dismissal seems to be procedurally defective as the twin-notice rule was not complied with. (King of Kings Transport, Inc. v. Mamac, G.R. No. 166208, 29 June 2007)

For certain causes, the Labor Code requires that for a termination to be valid, two notices be given to the employee. He must first be notified in writing of the reason behind the termination and given adequate time to raise his defense. He must be heard after a reasonable period of at least 5 days to prepare. After the hearing, he must again be notified in writing that he was still dismissed upon consideration of all circumstances.

A hearing is required even if the employee does not answer the first written notice. “Hearing” for this purpose means any meaningful opportunity, verbal or written, given to the employee to answer the charges against him and submit evidence in support of his defense. A formal hearing or conference is no longer mandatory, except for the following cases:

a)	When requested by the employee in writing;
b)	When substantial evidentiary disputes exist;
c)	When a company rule or practice requires it; or
d)	When similar circumstances justify it. (Perez v. Philippine Telegraph and Telephone Company, G.R. No. 152048, 7 April 2009) 

Note that in case of abandonment of work by the employee, no hearing is required, but the 2 written notices must still be given. (Intertranz Container Lines, Inc. v. Bautista, G.R. No. 187693, 13 July 2010) The notices must be sent to the employee’s last known address, per the company’s record. The employer need not look for the employee’s current whereabouts. (Agabon v. NLRC, G.R. No. 158693, 17 November 2004)

IMPORTANT: While there may have been a violation of procedural due process, a dismissal may still be upheld if there exists a proper cause for the same. (Serrano v. NLRC, G.R. No. 117040, 27 January 2000) The remedy in such a case is to seek damages, but not reinstatement. The Supreme Court has held that nominal damages in the amount of P30,000.00 may be sought for violations of due process in termination cases involving just causes. (Agabon v. NLRC, G.R. No. 158693, 17 November 2004) 

To help determine if a proper cause for dismissal existed, proceed to TE Question 10.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",7,1735,1
1610,"The dismissal does not seem to be justified.

For a dismissal on the ground of insubordination or disobedience to be valid, such insubordination must be intentional and the rule, order, or instruction violated must be (1) reasonable and lawful, (2) made known to the employee, and (3) related to the duties of the employee. (Coffee Bean and Tea Leaf Philippines, Inc. v. Arenas, G.R. No. 208908, 11 March 2015)

Absent any of these requirements, the dismissal would be invalid. 

Note that company rules and regulations are presumed valid until amended or nullified. Unless they are declared illegal or improper, they are presumed valid. (Benguet Electric Cooperative v. Fianza, G.R. No. 158606, 9 March 2004) Filing a case questioning the validity of such rules and policies does not prevent the employer from enforcing them. (Alcantara, Jr. v. CA, G.R. No. 143397, 6 August 2002)

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",10,1735,1
1620,"The dismissal does not seem to be justified.

For a dismissal on the ground of the employee’s commission of a crime to be valid, such a crime must be committed against the person of the employer, his immediate family members, or his duly authorized representative. (Art. 297 (d), Labor Code)

If a crime was not committed by the employee or that it was committed against persons not included in the above enumeration, the dismissal on this ground would be invalid.

Note that a final conviction of a criminal charge is not required for dismissal under this ground. (Concepcion v. Minex Import-Export Corporation, G.R. No. 153569, 24 January 2012)

Note that the crime charge need not be related to work. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017)

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",20,1735,1
1629,"The dismissal does not seem to be valid.

The Labor Code provides that an employee may be dismissed for not complying with  the union security clause – a provision in the Collective Bargaining Agreement which requires membership in the union serving as the collective bargaining agent. (Art. 259 (e), Labor Code) 

There can be no dismissal on this ground if there is no such provision or no Collective Bargaining Agreement to begin with.

The requirement for membership in the collective bargaining agent does not apply in the following circumstances:

a)	When the employee is a bona fide member of a religion which does not permit its congregation members to be part of unions; (Victoriano v. Elizalde Rope Workers Union, G.R. No. L-25246, 12 September 1974)
b)	When the employee was already a member of another union at the time of the Collective Bargaining Agreement’s signing; (Art. 259 (e), Labor Code) 
c)	When the Collective Bargaining Agreement expressly provides for exceptions; or
d)	When the employee was denied admission into the collective bargaining agent despite being qualified to be a member of the same. (Salunga v. Court of Industrial Relations, G.R. No. L-22456, 27 September 1967)

The employee’s dismissal must be requested by the collective bargaining agent. The employer cannot initiate the employee’s dismissal on its own based on the ground that he is not a member of the collective bargaining agent.  The employer must also conduct an independent investigation of its own to see if there was really a violation of the union security clause that would justify termination.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",29,1735,1
1631,"The dismissal does not seem to be valid.

For a dismissal on the ground of employee’s disease to be valid, he must actually be suffering from a disease which makes his continued employment either prohibited by law, prejudicial to his health, or to those of his co-employees. It is also required that a competent public health authority has issued a medical certificate that the disease is of such a nature or at such a stage that it cannot be cured within 6 months, even with proper medical treatment. (Deoferio v. Intel Technology Philippines, Inc., G.R. No. 202996, 18 June 2014)

Absent any of the requirements, the dismissal would not be justified.

Termination is the last resort. (Fuji Television Network, Inc. v. Espiritu, G.R. Nos. 204844-45, 3 December 2014) Even if the disease is a contagious one, dismissal of the employee will not immediately be justified, absent any of the other requirements. (Tan v. NLRC, G.R. No. 116807, 14 April 1997) 

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",31,1735,1
1638,"The dismissal does not seem to be valid.

For a dismissal on the ground of redundancy to be valid, any of the following factors must be present:

a)	The services of employees are in excess of what is reasonably demanded by the actual requirements of the enterprise; (Nippon Housing Phil., Inc. v. Leynes, G.R. No. 177816, 3 August 2011)
b)	The position is superfluous because of a number of factors, such as over-hiring of workers, decreased volume of business, dropping of a particular product line or service activity previously manufactured or undertaken by the enterprise or phasing out of service activity previously undertaken by the business; (Nippon Housing Phil., Inc. v. Leynes, G.R. No. 177816, 3 August 2011)
c)	There is duplication of work; (Caltex [Phils.], Inc. v. NLRC, G.R. No. 159641, 15 October 2007) or
d)	It is a valid cost-cutting or streamlining measure. (Maya Farms Employees Organization b. NLRC, G.R. No. 106256, 28 December 1994)

The absence of all of these factors would mean that dismissal was not justified.

It has been recognized that the employer has no legal obligation to keep more employees than are necessary for the operation of his business. (Morales v. Metropolitan Bank and Trust Company, G.R. No. 182475, 21 November 2012) The employer has the prerogative to reorganize its staff and adopt measures that would promote greater efficiency, reduce costs, and enhance economic gain, so long as they are done in good faith and within the bounds of law. (Smart Communications, Inc. v. Astorga, G.R. No. 148132, 28 January 2008)

Note that the burden of proving the validity of a redundancy program as a ground for termination lies with the employer. (Lambert Pawnbrokers and Jewelry Corp v. Binamira, G.R. No. 170464, 12 July 2010)

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",38,1735,1
1641,"The dismissal seems to be valid.

Closure of business may be valid even if it is not brought about by losses and the courts cannot force him to remain in business. (Peñafrancia Tours and Travel Transport, Inc. v. Sarmiento, G.R. No. 178397, 20 October 2010) Consequently, employees may be terminated due to such closures. Losses need not even be proved by competent evidence. However, in these cases, the employer is required to pay the proper amount of separation pay to its terminated employees. 

For employees terminated due to closure that was not brought about by serious business losses or financial reverses, the separation pay must be at least 1 month pay or at least ½ month pay for every year of service – whichever is higher. A fraction of at least 6 months is considered as 1 whole year. (Art. 298, Labor Code)

To better determine if the employer did not provide for the proper separation pay, please proceed to MC Recommendation 30.

Note that closure may nevertheless constitute an unfair labor practice if it is resorted to as a ruse or scheme to get rid of employees on account of their union activities. (St. John Colleges, Inc. v. St. John Academy Faculty and Employees Union, G.R. No. 167892, 27 October 2006) The burden of proving that the closure or cessation of business operations is bona fide falls upon the employer. (J.A.T. General Services v. NLRC, G.R. No. 148340, 26, January 2004)


If you believe that the closure was an act that qualifies as unfair labor practice, please proceed to [ULPQ: Unfair Labor Practice Questions]",41,1731,1
1647,"The dismissal seems to be invalid.

Probationary employees enjoy security of tenure within the probationary period. (Philippine Daily Inquirer, Inc. v. Magtibay, Jr., G.R. No. 164532, 24 July 2007) Probationary employees may only be terminated for just and authorized causes or for failing to meet the standards explained to him at the start of his employment. (Sec. 2 (b) and 6 (c), Rule I, Book VI, Rules to Implement the Labor Code, as amended by Art. V, Department Order No. 10, series of 1997)

If you were not terminated for failing to meet the standards of employment required to become a regular employee, you can only be terminated for just or authorized causes. Go back to TE Question 5 or TE Question 6 to check if the employer used grounds such as or similar to those listed to justify your termination. 

If the employer did not use such grounds, then the dismissal would be invalid. Probationary employees cannot be arbitrarily terminated. (Cebu Marine Beach Resort v. NLRC, G.R. No. 143252, 23 October 2003)

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",47,1735,1
1667,"You seem to be a regular employee.

Without a written contract that establishes a fixed-term employment, the employee will be deemed to be a regular employee. (Chan, Bar Reviewer on Labor Law, Chan Robles Publishing Company: 2017) Similarly, if the contract does not state the specific fixed period of employment, the employee is deemed regular. (Poseidon Fishing v. NLRC, G.R. No. 168052, 20 February 2006)

Regular employees can only be terminated based on just or authorized causes. Go back to TE Question 5 or TE Question 6 to check if the employer used grounds such as or similar to those listed to justify your termination. If the employer did not use such grounds, then the dismissal would be invalid.

To know what an illegally terminated employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",67,1735,1
1681,"The resignation does not seem to be valid.

In a similar case where the employees tendered their resignation letters because the employer led them to believe that they would be re-employed by the new management upon re-application, the Supreme Court held that such a resignation was not voluntary but demanded. (SME Bank, Inc. v. De Guzman, G.R. Nos. 184517 & 186641, 8 October 2013)

To know what an illegally terminated or constructively dismissed employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",81,1735,1
1687,"There seems to be constructive dismissal.

When employees are forced to resign due to certain unfair or unreasonable acts of the employer, the employee is deemed to have been illegally and involuntarily terminated or constructively dismissed. (Globe Telecom, Inc. v. Florendo-Flores, G.R. No. 150092, 20 October 2003)

There is constructive dismissal or dismissal in disguise when any of the following 3 circumstances exist:

1)	When continued employment is rendered impossible, unreasonable, or unlikely;
2)	When there is a demotion in rank and / or a diminution in pay; or
3)	When a clear discrimination, insensibility, or disdain by an employer becomes unbearable to the employee that it could foreclose any choice by him except to forego his continued employment. (Ico v. Systems Technology Institute, Inc., G.R. No. 185100, 9 July 2014)

The law resolves such situations in favor of employees in order to protect their rights and interests from the coercive acts of the employer. (Globe Telecom, Inc. v. Florendo-Flores, G.R. No. 150092, 20 October 2003)

To know what an illegally terminated or constructively dismissed employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",87,1735,1
1690,"The transfer does not seem to be valid, thus there seems to be constructive dismissal.

There is constructive dismissal or dismissal in disguise when the transfer concurs with any of the following 3 circumstances:

1)	When the transfer is unreasonable, inconvenient, or prejudicial to the employee;
2)	When the transfer involves a demotion in rank or diminution of salaries, benefits, and other privileges; or
3)	When the employer performs a clear act of discrimination, insensibility, or disdain towards the employee, which forecloses any choice by the latter except to forego his continued employment. (Dreamland Hotel Resort v. Johnson, G.R. No. 191455, 12 March 2014)

To know what an illegally terminated or constructively dismissed employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",90,1735,1
1693,"The suspension does not seem to be valid. There seems to be constructive dismissal.

Preventive suspension may be legally imposed against an employee whose alleged violation is the subject of an investigation. The purpose of his suspension is to prevent him from causing harm or injury to the company as well as to his fellow employees. (Mandapat vs. Add Force Personnel Services, Inc., G.R. No. 180285, 6 July 2010)

However, preventive suspension cannot last for more than 30 days. After such period, the employer must reinstate the worker in his former or in a substantially equivalent position. The employer may extend the period of suspension as long as he pays the wages and other benefits due the worker. (Sec. 9, Rule XXIII, Book V, Implementing Rules of the Labor Code)

If the preventive suspension lasts for more than 30 days and the employer does not pay the wages and benefits due the employee, the suspension would be not be valid and would be tantamount to constructive dismissal.

To know what an illegally terminated or constructively dismissed employee is entitled to, proceed to MC Recommendation 34.

If you wish to file a case, proceed to WTF Question 1.",93,1735,1
